w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,4000,180,rent | transitory,available from 30/12/2023,"5 (4 bedrooms, 1 other), 3 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,centrale
1,1700,50,rent | transitory,available from 27/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,martini - insubria
1,1100,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | video entryphone | security door | internal exposure | closet | balcony | centralized tv system | furnished | cellar | window frames in double glass / wood,good condition,3,yes,g,400,solari
1,1250,80,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",balcony | full day concierge | furnished | shared garden,good condition,Mezzanine,yes,NA,250,solari
1,1300,75,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal,excellent,Semi-basement,yes,f,150,città studi
1,2100,80,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | centralized tv system | partially furnished | double exposure,excellent,1,yes,g,200,buenos aires
1,1950,65,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",external exposure | closet | balcony | full day concierge | furnished | cellar | window frames in glass / pvc,excellent,1,yes,d,250,scala - manzoni
1,1815,44,rent,available from 28/03/2024,1 bedroom,furnished,NA,NA,no,NA,100,ticinese
1,1900,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 2 bathrooms, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / metal,excellent,1,yes,f,200,piave - tricolore
1,950,63,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,3,yes,f,250,primaticcio
1,1400,60,rent | transitory,available from 31/07/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal,excellent,2,yes,g,100,cascina dei pomi
1,2891,115,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",security door | balcony | terrace | full day concierge | partially furnished | cellar,excellent,5,yes,g,160,missori
1,5600,175,rent,NA,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",video entryphone | security door | balcony | terrace | partially furnished | cellar | window frames in glass / metal | double exposure,excellent,3,yes,g,310,brera
1,1375,57,rent,NA,"2 rooms, 1 bathroom",NA,good condition,Ground floor,yes,g,118,frua
1,1100,70,rent | 3+2,available from 18/09/2020,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",security door | balcony | single tv system | furnished,excellent,1,yes,g,200,argonne - corsica
1,1000,50,rent | 4+4,available,"1 bedroom, 1 bathroom, open kitchen",electric gate | attic | optic fiber | security door | external exposure | closet | balcony | centralized tv system | furnished | shared garden | window frames in glass / wood,good condition,5,yes,f,85,precotto
1,1300,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood | double exposure,excellent,3,yes,NA,260,sempione
1,2250,85,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / metal,excellent,8,yes,d,250,amendola - buonarroti
1,2400,85,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",video entryphone | external exposure | balcony | terrace | furnished | cellar | shared garden,excellent,7,yes,a,300,quarto cagnino
1,2250,110,rent,available,"3 bedrooms, 1 bathroom, kitchen diner",optic fiber | security door | balcony | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,good condition,2,yes,e,0,piazza napoli
1,6500,202,rent | 4+4,NA,"5 (3 bedrooms, 2 others), 3 bathrooms, kitchen diner",optic fiber | alarm system | security door | centralized tv system | partially furnished | cellar | private garden | window frames in double glass / wood | double exposure,excellent,2,yes,g,1000,plebisciti - susa
1,800,30,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | single tv system | furnished | window frames in double glass / pvc,excellent,5,no,e,50,pezzotti - meda
1,1670,55,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | only kitchen furnished | cellar | window frames in double glass / pvc,excellent,2,yes,a,55,solari
1,780,25,rent | 4+4,available,"1 room, 1 bathroom, open kitchen",video entryphone | security door | internal exposure | centralized tv system | furnished | window frames in double glass / pvc,good condition,1,yes,g,60,certosa
1,2350,105,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",optic fiber | video entryphone | partially furnished | cellar | window frames in triple glass / pvc,excellent,1,yes,a,300,quarto cagnino
1,2220,65,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",alarm system | reception | kitchen | balcony | furnished,excellent,1,yes,d,180,garibaldi - corso como
1,1250,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | closet | furnished,excellent,Ground floor,no,g,50,pezzotti - meda
1,1000,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",furnished,excellent,Mezzanine,no,g,NA,parco trotter
1,900,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",balcony | full day concierge,NA,2,yes,NA,200,dezza
1,925,69,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | external exposure | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,good condition,1,yes,f,125,primaticcio
1,1100,65,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure,new,4,yes,e,120,turro
1,1000,50,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | security door | external exposure | closet | terrace | half-day concierge | single tv system | furnished | window frames in double glass / pvc,excellent,4,yes,b,0,pezzotti - meda
1,1100,48,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / wood,good condition,Ground floor,yes,e,125,isola
1,5000,100,rent | 4+4,available,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / metal,excellent,2,yes,g,417,duomo
1,1900,43,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",security door | external exposure | full day concierge | furnished | window frames in double glass / wood,new,2,yes,c,0,buenos aires
1,1000,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | terrace | furnished | shared garden | window frames in double glass / wood | exposure east,excellent,3,yes,NA,200,istria
1,2500,120,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | furnished | cellar | window frames in glass / pvc,excellent,2,yes,NA,300,corso san gottardo
1,880,40,rent | 4+4,available,"1 bedroom, 1 bathroom, semi-habitable kitchen",security door | external exposure | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / metal,good condition,4,yes,g,120,amendola - buonarroti
1,1250,90,rent | open,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc,excellent,6,yes,b,0,casoretto
1,1150,65,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | balcony | terrace | only kitchen furnished | cellar | window frames in double glass / metal,excellent,3,yes,b,110,villa san giovanni
1,1300,66,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | external exposure | balcony | centralized tv system | only kitchen furnished | window frames in double glass / pvc,excellent,1,yes,f,166,solari
1,2300,110,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms",kitchen | partially furnished | shared garden,excellent,2,yes,a,300,plebisciti - susa
1,1300,41,rent | transitory,available from 03/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | internal exposure | closet | balcony | centralized tv system | furnished | window frames in double glass / pvc,excellent,Mezzanine,yes,NA,100,porta romana - medaglie d'oro
1,2700,50,rent | transitory,available from 01/05/2022,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,4,no,c,0,centrale
1,1400,60,rent,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",security door | full day concierge | furnished | shared garden | double exposure,excellent,Semi-basement,yes,g,200,paolo sarpi
1,1850,80,rent | open,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",alarm system | security door | furnished | window frames in double glass / pvcdouble exposure,excellent,Mezzanine,yes,g,150,navigli - darsena
1,3000,110,rent | 4+4,available,"3 (2 bedrooms, 1 other), 3 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | only kitchen furnished | shared garden | window frames in double glass / pvcdouble exposure,NA,2,yes,c,375,palestro
1,900,25,rent,available,"1 room, 1 bathroom",kitchen | furnished | window frames in double glass / metal | exposure west,excellent,3,no,d,50,cascina dei pomi
1,1000,50,rent | transitory,available from 15/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",optic fiber | security door | closet | balcony | furnished,good condition,4,yes,NA,100,casoretto
1,1300,60,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal | double exposure,new,1,yes,g,200,cascina dei pomi
1,900,40,rent | 6+6,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | external exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / metal,excellent,Semi-basement,yes,g,200,ticinese
